iddesa,binding_constraint,tier,lever,note,magnitude,severity
7411110001,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7411110002,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.3381007950824587,0.3381007950824587
7411110003,z_B3,Tier 2,,,-0.33645876788950574,0.33645876788950574
7411110004,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.7154899418321495,0.7154899418321495
7411110009,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.360640949434238,1.360640949434238
7411110010,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7411120002,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.426831044430981,1.426831044430981
7411120004,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.7816800368288931,0.7816800368288931
7411120005,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.27166923980560326,0.27166923980560326
7411120006,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.1590691835785842,1.1590691835785842
7411120007,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9513769487865819,0.9513769487865819
7411120010,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.6382033421206158,0.6382033421206158
7412010008,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.0474673427682717,1.0474673427682717
7412010010,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9231821766241524,0.9231821766241524
7412010011,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9231821766241524,0.9231821766241524
7412010014,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.7154899418321495,0.7154899418321495
7412020004,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.0474673427682717,1.0474673427682717
7412020009,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7412020011,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.0474673427682717,1.0474673427682717
7412020012,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.0474673427682717,1.0474673427682717
7412030003,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7412030005,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.1909440374765494,1.1909440374765494
7412030006,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7412040005,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7412040006,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7412040008,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.1909440374765494,1.1909440374765494
7412040009,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.1909440374765494,1.1909440374765494
7412040014,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7412040016,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.5683331842262402,1.5683331842262402
7412040018,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.8360950450786375,1.8360950450786375
7412040019,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.5683331842262402,1.5683331842262402
7412040020,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.1909440374765494,1.1909440374765494
7412040021,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7412050003,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7412050004,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.1909440374765494,1.1909440374765494
7412060003,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.0474673427682717,1.0474673427682717
7412060004,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.7154899418321495,0.7154899418321495
7413010016,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7413010018,z_B3,Tier 2,,,-0.27772354646700254,0.27772354646700254
7413010019,z_B3,Tier 2,,,-0.27772354646700254,0.27772354646700254
7413010020,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.9231821766241524,0.9231821766241524
7413010021,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.4023163351661838,0.4023163351661838
7413010022,z_B3,Tier 2,,,-0.27772354646700254,0.27772354646700254
7413010027,z_B3,Tier 2,,,-0.6203188245463229,0.6203188245463229
7413020008,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.27166923980560326,0.27166923980560326
7413020009,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.27166923980560326,0.27166923980560326
7413020013,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.471292786700904,0.471292786700904
7413030001,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7413030002,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.8135548907268579,0.8135548907268579
7413030003,z_B3,Tier 2,,,-0.5679411542517364,0.5679411542517364
7413030005,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7413030011,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9513769487865819,0.9513769487865819
7413030012,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.7154899418321495,0.7154899418321495
7413040002,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.27166923980560326,0.27166923980560326
7413040003,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7413050001,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7413050005,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7413060008,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7413060010,z_B3,Tier 2,,,-0.27772354646700254,0.27772354646700254
7413070002,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.9231821766241524,0.9231821766241524
7413070004,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.27772354646700254,0.27772354646700254
7413070016,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.1909440374765494,1.1909440374765494
7413070017,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7413080003,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.1909440374765494,1.1909440374765494
7413080008,z_B3,Tier 2,,,-0.27772354646700254,0.27772354646700254
7413090001,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.0474673427682717,1.0474673427682717
7413090002,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.27803116902206426,0.27803116902206426
7413090004,z_B3,Tier 2,,,-0.27772354646700254,0.27772354646700254
7413090005,z_B3,Tier 2,,,-0.27772354646700254,0.27772354646700254
7413090006,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.5457930298744611,0.5457930298744611
7413090007,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7413100014,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.6972251745582301,0.6972251745582301
7413100020,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7413110003,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.842333978450597,0.842333978450597
7414020001,z_B3,Tier 2,,,-0.6203188245463229,0.6203188245463229
7414020030,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7414040001,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.6267794049360415,0.6267794049360415
7414040008,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.0474673427682717,1.0474673427682717
7414050007,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7414060001,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.33645876788950574,0.33645876788950574
7414060014,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7414060017,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7415030007,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.27803116902206426,0.27803116902206426
7415030021,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7415030023,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.471292786700904,0.471292786700904
7415040012,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7415060010,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
