iddesa,binding_constraint,tier,lever,note,magnitude,severity
7405010043,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.8135548907268579,0.8135548907268579
7405010047,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.6267794049360415,0.6267794049360415
7405011001,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.360640949434238,1.360640949434238
7405011002,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9231821766241524,0.9231821766241524
7405011005,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7405011011,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.6267794049360415,0.6267794049360415
7405011012,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7405011013,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.27166923980560326,0.27166923980560326
7405011014,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.6267794049360415,0.6267794049360415
7405011015,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.1909440374765494,1.1909440374765494
7405020001,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.6203188245463229,0.6203188245463229
7405020002,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.27166923980560326,0.27166923980560326
7405020003,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7405020012,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7405020031,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7405021001,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7405021002,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9231821766241524,0.9231821766241524
7405021003,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7405021004,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7405021006,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7405021007,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.6267794049360415,0.6267794049360415
7405021008,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.7154899418321495,0.7154899418321495
7405021009,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.5457930298744611,0.5457930298744611
7405021010,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7405021011,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7405021012,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7405021013,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9231821766241524,0.9231821766241524
7405021014,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.1909440374765494,1.1909440374765494
7405021015,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.1909440374765494,1.1909440374765494
7405021016,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.7154899418321495,0.7154899418321495
7405022001,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7405022002,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.5457930298744611,0.5457930298744611
7405022003,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7405022004,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7405022005,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7405022007,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7405022008,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7405022009,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7405022010,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.3381007950824587,0.3381007950824587
7405030012,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.30622594118449353,0.30622594118449353
7405030014,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.360640949434238,1.360640949434238
7405030015,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.4023163351661838,0.4023163351661838
7405030018,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.471292786700904,0.471292786700904
7405030019,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.5457930298744611,0.5457930298744611
7405030021,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7405030030,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.8360950450786375,1.8360950450786375
7405030032,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7405031001,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7405031003,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.6267794049360415,0.6267794049360415
7405031004,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9231821766241524,0.9231821766241524
7405031005,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.4023163351661838,0.4023163351661838
7405031007,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7405031008,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.5457930298744611,0.5457930298744611
7405032001,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7405032003,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7405040017,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7405040018,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.471292786700904,0.471292786700904
7405040019,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.471292786700904,0.471292786700904
7405040022,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7405040025,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7405040026,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.4023163351661838,0.4023163351661838
7405041001,z_B3,Tier 2,,,-0.6203188245463229,0.6203188245463229
7405041003,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7405041005,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7405041008,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.6267794049360415,0.6267794049360415
7405041009,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.471292786700904,0.471292786700904
7405041010,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7405041013,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,0.9044596704401244,-0.9044596704401244
7405041017,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7405050005,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.471292786700904,0.471292786700904
7405050009,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.7154899418321495,0.7154899418321495
7405051005,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7405060008,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9231821766241524,0.9231821766241524
7405060011,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.8135548907268579,0.8135548907268579
7405070003,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7405070004,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7405070025,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7405070027,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9231821766241524,0.9231821766241524
7405070028,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.6972251745582301,0.6972251745582301
7405070029,z_B3,Tier 2,,,-0.37828146420285336,0.37828146420285336
7405070030,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7405070031,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7405070040,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7405070041,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7405071034,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7405081001,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7405081002,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7405081003,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7405081004,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7405081006,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.27166923980560326,0.27166923980560326
7405090021,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,,-0.27166923980560326,0.27166923980560326
7405091001,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.471292786700904,0.471292786700904
7405091004,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7405091005,z_B3,Tier 2,,,-0.7165556120495471,0.7165556120495471
7405100007,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.5457930298744611,0.5457930298744611
7405100008,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.27803116902206426,0.27803116902206426
7405100009,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7405100010,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.4023163351661838,0.4023163351661838
7405100014,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7405100015,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.7154899418321495,0.7154899418321495
7405100033,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7405100036,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.3381007950824587,0.3381007950824587
7405101001,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7405101002,z_B3,Tier 2,,,-0.6203188245463229,0.6203188245463229
7405101003,z_B3,Tier 2,,,-0.33010121676158904,0.33010121676158904
7405101004,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.8135548907268579,0.8135548907268579
7405101007,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.5683331842262402,1.5683331842262402
7405101008,z_B3,Tier 2,,,-0.33010121676158904,0.33010121676158904
7405101010,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.5457930298744611,0.5457930298744611
7405101011,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.6267794049360415,0.6267794049360415
7405101013,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7405101015,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.9231821766241524,0.9231821766241524
7405101017,z_B3,Tier 2,,,-0.6203188245463229,0.6203188245463229
7405101018,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.6267794049360415,0.6267794049360415
7405101019,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7405101020,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.7154899418321495,0.7154899418321495
7405102009,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7405110016,z_B3,Tier 2,,,-0.6203188245463229,0.6203188245463229
7405110018,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.6203188245463229,0.6203188245463229
7405110019,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.6267794049360415,0.6267794049360415
7405110020,z_B3,Tier 2,,,-0.6203188245463229,0.6203188245463229
7405110022,z_B3,Tier 2,,,-0.33010121676158904,0.33010121676158904
7405110023,z_B3,Tier 2,,,-0.6203188245463229,0.6203188245463229
7405110024,z_B3,Tier 2,,,-0.6203188245463229,0.6203188245463229
7405110025,z_B3,Tier 2,,,-0.6203188245463229,0.6203188245463229
7405110026,z_B3,Tier 2,,,-0.33010121676158904,0.33010121676158904
7405110027,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.9231821766241524,0.9231821766241524
7405110028,z_B3,Tier 2,,,-0.6203188245463229,0.6203188245463229
7405110029,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.7154899418321495,0.7154899418321495
7405110030,z_B3,Tier 2,,,-0.6203188245463229,0.6203188245463229
7405110032,z_B3,Tier 2,,,-0.33010121676158904,0.33010121676158904
7405110033,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.5457930298744611,0.5457930298744611
7405110034,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.6267794049360415,0.6267794049360415
7405110035,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.471292786700904,0.471292786700904
7405110036,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.8135548907268579,0.8135548907268579
7405110037,z_B3,Tier 2,,,-0.6203188245463229,0.6203188245463229
7405110038,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-1.5683331842262402,1.5683331842262402
7405110040,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.6267794049360415,0.6267794049360415
7405111001,z_B3,Tier 2,,,-0.6203188245463229,0.6203188245463229
7405111003,z_B3,Tier 2,,,-0.6203188245463229,0.6203188245463229
7405111004,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.27166923980560326,0.27166923980560326
7405111007,z_B3,Tier 2,,,-0.6203188245463229,0.6203188245463229
7405111008,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.8135548907268579,0.8135548907268579
7405111011,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.6203188245463229,0.6203188245463229
7405111014,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.8135548907268579,0.8135548907268579
7405111015,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7405112001,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.6267794049360415,0.6267794049360415
7405112004,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7405112008,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.9231821766241524,0.9231821766241524
7406011001,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.27166923980560326,0.27166923980560326
7406011002,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7406011003,z_B2,Tier 1,Perluasan akses perbankan pemerintah dan koperasi simpan pinjam,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.27166923980560326,0.27166923980560326
7406013001,z_B3,Tier 2,,,-0.6203188245463229,0.6203188245463229
7406013004,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7406021006,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7406021007,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7406031005,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7406031007,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7406031008,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7406031010,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7406031011,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.6972251745582301,0.6972251745582301
7406032002,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7406040001,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.471292786700904,0.471292786700904
7406040002,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
7406040006,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7406040007,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7406040008,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.4023163351661838,0.4023163351661838
7406041002,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7406041006,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7406041007,z_B3,Tier 2,,,-0.6972251745582301,0.6972251745582301
7406041008,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7406042001,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.360640949434238,1.360640949434238
7406042002,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7406042003,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.1909440374765494,1.1909440374765494
7406042004,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-1.1909440374765494,1.1909440374765494
7406042005,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7406043001,z_B3,Tier 2,,,-0.29945270167320365,0.29945270167320365
7406043002,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.6267794049360415,0.6267794049360415
7406043003,z_B3,Tier 2,,,-0.33645876788950574,0.33645876788950574
7406043004,z_B3,Tier 2,,,-0.33645876788950574,0.33645876788950574
7406043005,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7406043006,z_B1,Tier 1,Penguatan kepadatan usaha perdagangan lokal (pertokoan),,-0.471292786700904,0.471292786700904
7406043009,z_B3,Tier 2,,,-0.9874427823429638,0.9874427823429638
7406050003,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7406050004,z_B3,Tier 2,,,-0.33645876788950574,0.33645876788950574
7406050009,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.29213101705915423,0.29213101705915423
7406050012,z_B7,Tier 1,Pemenuhan layanan kesehatan dasar (pemerataan layanan),,-0.29213101705915423,0.29213101705915423
7406050016,z_B3,Tier 2,,"Konektivitas digital di bawah rata-rata, berasosiasi dengan keterbatasan diversifikasi pendapatan non-pertanian",-0.9874427823429638,0.9874427823429638
